,batch_loss,val_auc,val_loss
0,0.6152530312538147,0.6372317034850372,0.556153049835792
1,0.5808859467506409,0.6932964515609055,0.5350683530171713
2,0.49063873291015625,0.7253964794694289,0.537535740269555
3,0.463771790266037,0.7268576919102763,0.5228382025518988
4,0.538206934928894,0.7306569087237407,0.5226548792969468
5,0.5585756301879883,0.7335309695884362,0.51302413476838
6,0.8476373553276062,0.7483072490025354,0.5043397953367641
7,0.7757441401481628,0.749864826689998,0.5167867857166845
8,0.5089918971061707,0.7516678759442839,0.5149171288706299
9,0.46558719873428345,0.7457778842418967,0.4975595364713261
10,0.4243903160095215,0.7476963237644965,0.5183518987435561
11,0.5367812514305115,0.7697976283049416,0.5016979621006892
12,0.46277958154678345,0.7142564295951545,0.5226008183935769
13,0.8271320462226868,0.7560578584201851,0.4992444510133857
14,0.43296074867248535,0.7555948551658848,0.5068872010605967
15,0.3060227334499359,0.7494195519554584,0.507133055701215
16,0.692950427532196,0.7401141951172415,0.5067426256644421
17,0.3466743230819702,0.7486068445586449,0.5109127375305208
18,0.4331270754337311,0.7631239953687119,0.5029654719381251
19,0.5245162844657898,0.7782259450171759,0.5019933504936023
20,0.554146945476532,0.7638752496787813,0.5012176001173818
21,0.4689367711544037,0.7440908231354263,0.5084417918298998
22,0.512933075428009,0.735120420135811,0.5089141372432057
23,0.5297548770904541,0.7687403704310705,0.4975316870925773
24,0.5431476831436157,0.7513621190267811,0.506496012210846
25,0.43964120745658875,0.7619464520080508,0.5214687117144593
26,0.7130216360092163,0.7410463801024578,0.5077870083160889
27,0.5994223952293396,0.7291120819497794,0.5171447783453852
28,0.7397398948669434,0.7744585750667545,0.5009579959078732
29,0.5506309866905212,0.7356665872784107,0.5153855979442596
30,0.3455345332622528,0.7526996709702078,0.5095728887961462
31,0.366984099149704,0.7603736892290185,0.5078189589528956
32,0.6677862405776978,0.7223663506615758,0.5251577468509347
33,0.43728581070899963,0.7608957319843024,0.5072194544168619
34,0.728726863861084,0.7559343650900623,0.5129420179077703
35,0.5572025179862976,0.7537419627523592,0.5087213429630312
36,0.41364023089408875,0.7442995060578983,0.5161426306789757
37,0.6327770948410034,0.7447792460728404,0.5046030211652446
38,0.7047807574272156,0.7634335093511405,0.49895635654783654
39,0.40610313415527344,0.7637526140097874,0.49255163369015753
40,0.41100311279296875,0.763227478204216,0.5041229620448544
41,0.5562087893486023,0.7684353327802913,0.5027474513930134
42,0.3613682687282562,0.759689524473733,0.49758842383694446
43,0.4265550673007965,0.7752163995818451,0.499685779086545
44,0.619442343711853,0.7637938293127713,0.502740190579341
45,0.5119374990463257,0.7699665607587588,0.4995569158823062
46,0.5450393557548523,0.7414405185008638,0.501768855457632
47,0.5926183462142944,0.7549681366679192,0.4970772719790793
48,0.537922203540802,0.7636294943847715,0.49646083845032585
49,0.6244649887084961,0.7715561202419101,0.5004067665491349
50,0.378559410572052,0.7617445196616066,0.4951062920765999
51,0.691988468170166,0.7796400897270749,0.49996988742779463
52,0.7915107607841492,0.7474533909813951,0.5144302572450067
53,0.329184353351593,0.7313102367429221,0.518002821594222
54,0.6364700198173523,0.762136268419557,0.5036518619610713
55,0.46264195442199707,0.7418962956557478,0.5152424570077505
56,0.4270358681678772,0.7597669860139228,0.5119013590180975
57,0.663472592830658,0.7537439759255979,0.5072102643485762
58,0.597832202911377,0.7527087509690761,0.5077209337654277
59,0.48056021332740784,0.7521427014443943,0.5067430497744144
60,0.3396170139312744,0.7596609768849361,0.5065736312132615
61,0.43156901001930237,0.7516468875329876,0.50181603915671
62,0.3049573004245758,0.7653990896487279,0.5018144461334261
63,0.7015237808227539,0.7483949504586987,0.5058888543365349
64,0.6910853385925293,0.7403675623843693,0.5039987001154158
65,0.49143633246421814,0.7758573762889991,0.4987276769601382
66,0.4575437605381012,0.7720474984200936,0.4961246850653591
67,0.4180780351161957,0.7579131449124763,0.5059376730878129
68,0.4095948338508606,0.7679211727734867,0.5072314499789833
69,0.47699472308158875,0.7749924391135007,0.496842382555334
70,0.7048789262771606,0.7697282542987194,0.49533858054723495
71,0.7055842280387878,0.7698979811825807,0.4856696031414546
72,0.5950002670288086,0.7438951608070039,0.5113043767264766
73,0.35238561034202576,0.7557846434876031,0.5043211966498286
74,0.5782102346420288,0.7595582484810643,0.5017418923795732
75,0.4034123420715332,0.7679509907821125,0.4944268515986255
76,0.5894488096237183,0.762861414476238,0.5134441554546356
77,0.6816614270210266,0.7251894554511343,0.5177360798558618
78,0.47951817512512207,0.757283107207817,0.5001696671685602
79,0.38086870312690735,0.7581140550988755,0.4999937603616307
80,0.447716623544693,0.7772423173725794,0.5008256830211378
