,batch_loss,val_auc,val_loss
0,0.5586315989494324,0.6645040500493921,0.5459450554643941
1,0.521745502948761,0.6880684400836865,0.5368034982273722
2,0.4676377475261688,0.732487838291562,0.5149097860368907
3,0.48743221163749695,0.7372737957476339,0.5088302829326727
4,0.537213146686554,0.7133555475595599,0.5223638496847234
5,0.4784521758556366,0.7599281388842395,0.5021985303132962
6,0.4298352897167206,0.7672995321356207,0.5009669661521912
7,0.6174952387809753,0.7291957281575286,0.5211750635733972
8,0.4116840064525604,0.7642673998439784,0.5094098968383594
9,0.44244441390037537,0.7610872673531738,0.5019842503417251
10,0.5278636813163757,0.7653873222973184,0.4923961740783137
11,0.6586825847625732,0.7770283566232624,0.49755492857378775
12,0.43518829345703125,0.749257104652693,0.5031176757099282
13,0.4024848937988281,0.7408505431102779,0.5116689312152374
14,0.40807414054870605,0.7679661289068302,0.5162228208321792
15,0.6939030885696411,0.7614321341196406,0.5034984323458794
16,0.725174605846405,0.7532018901006741,0.5123790660475054
17,0.44138288497924805,0.7656341793920051,0.5010665110033802
18,0.6640591621398926,0.7603690399628915,0.4971661878447247
19,0.7706948518753052,0.773445637974915,0.4926438642363263
20,0.6169244647026062,0.7532602027590614,0.49870676566392946
21,0.4892602860927582,0.7464811856535952,0.5142511368816735
22,0.4415337145328522,0.7565158305540949,0.5070559695745126
23,0.4876165986061096,0.7604796971682799,0.49582486453219354
24,0.3033251464366913,0.7767756689606188,0.4960803139922965
25,0.5164571404457092,0.7439926359958189,0.49877721733517116
26,0.5677807927131653,0.7631684031458897,0.5071854718729981
27,0.5301288962364197,0.7617054570455927,0.5071244601510528
28,0.3893926739692688,0.7626504568024194,0.505591669653216
29,0.49258294701576233,0.7431039730710836,0.5060523521696401
30,0.4676123559474945,0.7479785363939652,0.5033259231310624
31,0.4644955098628998,0.7499119696820525,0.5053933843588218
32,0.5593855977058411,0.7569714348803015,0.5048788127481428
33,0.4874015748500824,0.7518753705413406,0.5040441290435628
34,0.5355625152587891,0.7637232688112847,0.4976958250388121
35,0.5281440019607544,0.7564848711904263,0.5071319092033256
36,0.4953124523162842,0.7781696121385151,0.4930348788571154
37,0.5577558875083923,0.7690215785317445,0.5010786576148791
38,0.5995950102806091,0.7619284458265917,0.5010193020869524
